Par: 0.0, Flag: 1, Time: 82.4629
Par: 333.3333333333333, Flag: 1, Time: 152.6786
Par: 666.6666666666666, Flag: 1, Time: 235.0435
Par: 1000.0, Flag: 1, Time: 315.4297
Par: 1333.3333333333333, Flag: 0, Time: 391.0839
Par: 1666.6666666666665, Flag: 0, Time: 465.5461
Par: 2000.0, Flag: 0, Time: 538.4781
Par: 2333.333333333333, Flag: 0, Time: 610.9647
Par: 2666.6666666666665, Flag: 0, Time: 680.9452
Par: 3000.0, Flag: 0, Time: 754.7098
