Par: 0.0, Flag: 1, Time: 104.6575
Par: 288.8888888888889, Flag: 1, Time: 191.7973
Par: 577.7777777777778, Flag: 0, Time: 276.0037
Par: 866.6666666666667, Flag: 0, Time: 369.8191
Par: 1155.5555555555557, Flag: 0, Time: 465.9395
Par: 1444.4444444444446, Flag: 0, Time: 558.1936
Par: 1733.3333333333335, Flag: 0, Time: 652.9588
Par: 2022.2222222222224, Flag: 0, Time: 733.0647
Par: 2311.1111111111113, Flag: 0, Time: 812.3310
Par: 2600.0, Flag: 0, Time: 893.0855
