Par: 0.0, Flag: 1, Time: 102.0053
Par: 333.3333333333333, Flag: 1, Time: 178.6603
Par: 666.6666666666666, Flag: 1, Time: 263.1920
Par: 1000.0, Flag: 0, Time: 349.2679
Par: 1333.3333333333333, Flag: 0, Time: 434.0388
Par: 1666.6666666666665, Flag: 0, Time: 504.6888
Par: 2000.0, Flag: 0, Time: 575.6732
Par: 2333.333333333333, Flag: 0, Time: 641.6313
Par: 2666.6666666666665, Flag: 0, Time: 705.0333
Par: 3000.0, Flag: 0, Time: 769.2850
