Par: 1.0, Flag: 0, Time: 87.3670
Par: 2.7825594022071245, Flag: 0, Time: 173.4940
Par: 7.742636826811269, Flag: 0, Time: 260.6549
Par: 21.544346900318832, Flag: 0, Time: 354.2901
Par: 59.94842503189409, Flag: 0, Time: 446.2650
Par: 166.81005372000593, Flag: 0, Time: 537.7265
Par: 464.15888336127773, Flag: 0, Time: 625.6179
Par: 1291.5496650148827, Flag: 0, Time: 715.4920
Par: 3593.813663804626, Flag: 0, Time: 800.8444
Par: 10000.0, Flag: 0, Time: 892.7812
