Par: 1.0, Flag: 0, Time: 44.3100
Par: 2.7825594022071245, Flag: 0, Time: 85.0781
Par: 7.742636826811269, Flag: 0, Time: 130.6102
Par: 21.544346900318832, Flag: 0, Time: 176.5796
Par: 59.94842503189409, Flag: 0, Time: 224.4486
Par: 166.81005372000593, Flag: 0, Time: 271.8933
Par: 464.15888336127773, Flag: 0, Time: 333.4527
Par: 1291.5496650148827, Flag: 0, Time: 395.1833
Par: 3593.813663804626, Flag: 0, Time: 459.2539
Par: 10000.0, Flag: 0, Time: 529.3074
