Par: 1.0, Flag: 0, Time: 35.3065
Par: 2.7825594022071245, Flag: 0, Time: 71.6696
Par: 7.742636826811269, Flag: 0, Time: 107.6414
Par: 21.544346900318832, Flag: 0, Time: 145.4148
Par: 59.94842503189409, Flag: 0, Time: 182.3525
Par: 166.81005372000593, Flag: 0, Time: 221.9799
Par: 464.15888336127773, Flag: 0, Time: 261.5740
Par: 1291.5496650148827, Flag: 0, Time: 301.4478
Par: 3593.813663804626, Flag: 0, Time: 343.0704
Par: 10000.0, Flag: 0, Time: 387.0006
